payee_id,user_id,first_name,last_name,sponsor_id,commission_type,volume_calculated_from,payout,level,order_id,percent_payout,remarks
688,758,"Commission Malinda",Test,0,"Personal Sales Bonus",,0.00,0,9865773,5.00," 688 has earned a commission for order 9865773"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865774,5.00," 688 has earned a commission for order 9865774"
688,761,"Commission Annabelle",Test,0,"Personal Sales Bonus",,0.00,0,9865775,5.00," 688 has earned a commission for order 9865775"
688,758,"Commission Malinda",Test,0,"Personal Sales Bonus",,0.00,0,9865776,5.00," 688 has earned a commission for order 9865776"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865777,5.00," 688 has earned a commission for order 9865777"
688,761,"Commission Annabelle",Test,0,"Personal Sales Bonus",,0.00,0,9865778,5.00," 688 has earned a commission for order 9865778"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865779,5.00," 688 has earned a commission for order 9865779"
688,761,"Commission Annabelle",Test,0,"Personal Sales Bonus",,0.00,0,9865780,5.00," 688 has earned a commission for order 9865780"
688,761,"Commission Annabelle",Test,0,"Personal Sales Bonus",,0.00,0,9865781,5.00," 688 has earned a commission for order 9865781"
688,758,"Commission Malinda",Test,0,"Personal Sales Bonus",,0.00,0,9865783,5.00," 688 has earned a commission for order 9865783"
688,761,"Commission Annabelle",Test,0,"Personal Sales Bonus",,0.00,0,9865784,5.00," 688 has earned a commission for order 9865784"
688,758,"Commission Malinda",Test,0,"Personal Sales Bonus",,0.00,0,9865786,5.00," 688 has earned a commission for order 9865786"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865787,5.00," 688 has earned a commission for order 9865787"
688,761,"Commission Annabelle",Test,0,"Personal Sales Bonus",,0.00,0,9865788,5.00," 688 has earned a commission for order 9865788"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865790,5.00," 688 has earned a commission for order 9865790"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865791,5.00," 688 has earned a commission for order 9865791"
688,758,"Commission Malinda",Test,0,"Personal Sales Bonus",,0.00,0,9865792,5.00," 688 has earned a commission for order 9865792"
688,761,"Commission Annabelle",Test,0,"Personal Sales Bonus",,0.00,0,9865793,5.00," 688 has earned a commission for order 9865793"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865794,5.00," 688 has earned a commission for order 9865794"
688,758,"Commission Malinda",Test,0,"Personal Sales Bonus",,0.00,0,9865796,5.00," 688 has earned a commission for order 9865796"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865797,5.00," 688 has earned a commission for order 9865797"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865798,5.00," 688 has earned a commission for order 9865798"
688,757,"Commission Sandra",Test,0,"Personal Sales Bonus",,0.00,0,9865799,5.00," 688 has earned a commission for order 9865799"
688,758,"Commission Malinda",Test,0,"Personal Sales Bonus",,0.00,0,9865800,5.00," 688 has earned a commission for order 9865800"
688,758,"Commission Malinda",Test,0,"Personal Sales Bonus",,0.00,0,9865801,5.00," 688 has earned a commission for order 9865801"
688,761,"Commission Annabelle",Test,0,"Personal Sales Bonus",,0.00,0,9865802,5.00," 688 has earned a commission for order 9865802"
